date,weekdays,price,production,area,CPI,P.Gas,R.Gas,diesel,avg.temp,precipitation,wind.speed,avg.humid,t.sunhour,t.insolation,snow.depth,avg.gtemp,CHN.volume,USA.volume,ITA.volume,CHL.volume,ESP.volume
2018. 4. 19,목,13500,8127.411765,356.4117647,98.931,1963.68,1641.1,1441.22,14,0,1.9,38.8,11.4,22.36,0,17.5,1335.01,1724,1033,327,106
2018. 4. 20,금,15000,8127.411765,356.4117647,98.931,1964.13,1641.68,1442.15,18.4,0,1.3,46,11.3,22.68,0,20.6,1335.01,1724,1033,327,106
2018. 4. 23,월,15000,8127.411765,356.4117647,98.931,1964.6,1643.15,1443.51,9.3,59,2.2,93.9,0,2.59,0,9.9,1335.01,1724,1033,327,106
2018. 4. 24,화,14000,8127.411765,356.4117647,98.931,1966.29,1644.84,1445.57,12.1,3,1.4,63.3,0,10.14,0,12.6,1335.01,1724,1033,327,106
2018. 4. 25,수,14000,8127.411765,356.4117647,98.931,1966.7,1645.58,1446.01,14.6,0,1.5,37.8,12.4,24.97,0,16.1,1335.01,1724,1033,327,106
2018. 4. 26,목,14000,8127.411765,356.4117647,98.931,1968.06,1646.35,1447.11,14.9,0,2.1,51.9,11.7,21.87,0,17.9,1335.01,1724,1033,327,106
2018. 4. 27,금,14000,8127.411765,356.4117647,98.931,1965.48,1646.64,1447.68,15.7,0,1.7,52.9,11.3,22.9,0,19.3,1335.01,1724,1033,327,106
2018. 4. 30,월,14000,8127.411765,356.4117647,98.931,1967.54,1649.12,1450.71,19.2,0,1.6,61.6,9.2,20.74,0,23,1335.01,1724,1033,327,106
2018. 5. 1,화,0,8127.411765,356.4117647,98.979,1968.38,1651.08,1452.01,20.4,0,1.5,72.8,3.2,12.42,0,23.5,1932.3,1555,730,115,87.01
2018. 5. 2,수,14000,8127.411765,356.4117647,98.979,1969.59,1651.13,1452.61,15.1,12,1.9,90.4,0,2.47,0,16,1932.3,1555,730,115,87.01
2018. 5. 3,목,14000,8127.411765,356.4117647,98.979,1968.84,1652.27,1453.59,11.2,1,2.7,62.4,8.2,12.18,0,11.4,1932.3,1555,730,115,87.01
2018. 5. 4,금,14000,8127.411765,356.4117647,98.979,1967.7,1652.62,1454.11,14.1,0,2.7,45.5,12.4,27.26,0,17.9,1932.3,1555,730,115,87.01
2018. 5. 7,월,0,8127.411765,356.4117647,98.979,1968.22,1654.06,1455.23,19.2,0,1.2,60.3,7.1,17.7,0,18.4,1932.3,1555,730,115,87.01
2018. 5. 8,화,12500,8127.411765,356.4117647,98.979,1968.96,1654.97,1456.99,17.5,0,1.7,50.9,11.3,23.25,0,21.3,1932.3,1555,730,115,87.01
2018. 5. 9,수,12500,8127.411765,356.4117647,98.979,1971.3,1655.61,1456.64,15.7,0,1.7,50.4,12.6,26.77,0,21.7,1932.3,1555,730,115,87.01
2018. 5. 10,목,12500,8127.411765,356.4117647,98.979,1972.98,1658.06,1459.77,15.4,0,2.3,67.4,12.3,26.53,0,22.5,1932.3,1555,730,115,87.01
2018. 5. 11,금,12500,8127.411765,356.4117647,98.979,1971.94,1660.4,1461.71,16.1,0,1.8,59.8,5.3,18.7,0,21,1932.3,1555,730,115,87.01
2018. 5. 14,월,11500,8127.411765,356.4117647,98.979,1971.95,1662.23,1464.5,18.2,0,1.4,71.4,7.2,19.19,0,21.2,1932.3,1555,730,115,87.01
2018. 5. 15,화,11500,8127.411765,356.4117647,98.979,1975.49,1666.8,1468.55,23.2,0,1.1,56.4,8.9,21.18,0,25.3,1932.3,1555,730,115,87.01
2018. 5. 16,수,11500,8127.411765,356.4117647,98.979,1978.9,1668.94,1471.71,22.3,45,1.9,93.8,0,1.6,0,21.6,1932.3,1555,730,115,87.01
2018. 5. 17,목,11500,8127.411765,356.4117647,98.979,1979.89,1670.67,1473.49,20.9,83,1.4,97,0,3.96,0,21.2,1932.3,1555,730,115,87.01
2018. 5. 18,금,10500,8127.411765,356.4117647,98.979,1980.35,1672.41,1475.19,16.3,6.5,1.3,86.8,0.4,5.64,0,18.2,1932.3,1555,730,115,87.01
2018. 5. 21,월,10500,8127.411765,356.4117647,98.979,1982.11,1676.39,1479.5,17.8,0,1.4,43.9,8.8,24.59,0,21.8,1932.3,1555,730,115,87.01
2018. 5. 22,화,0,8127.411765,356.4117647,98.979,1984.7,1679.56,1482.12,18.1,12.5,1.1,75.5,2.7,10.87,0,19,1932.3,1555,730,115,87.01
2018. 5. 23,수,10500,8127.411765,356.4117647,98.979,1988.44,1680.83,1484.32,17.3,6.5,2.5,57.1,12.7,29.2,0,21.9,1932.3,1555,730,115,87.01
2018. 5. 24,목,10500,8127.411765,356.4117647,98.979,1986.77,1683.39,1486.23,18.3,0,2.2,47.4,12.5,27.02,0,22.1,1932.3,1555,730,115,87.01
2018. 5. 25,금,10500,8127.411765,356.4117647,98.979,1991.41,1687.89,1490.88,19.7,0,1.8,47.4,12.1,25.48,0,23.1,1932.3,1555,730,115,87.01
2018. 5. 28,월,10500,8127.411765,356.4117647,98.979,1994.86,1692.48,1495.72,22.3,0,1.6,49.8,12.5,26.49,0,27.9,1932.3,1555,730,115,87.01
2018. 5. 29,화,10500,8127.411765,356.4117647,98.979,1995.89,1695.29,1498,21.4,1,1.8,69.3,3.4,13.34,0,25.2,1932.3,1555,730,115,87.01
2018. 5. 30,수,10500,8127.411765,356.4117647,98.979,1997.1,1696.62,1498.62,20.2,0,1.9,69.8,9.8,21.67,0,24.8,1932.3,1555,730,115,87.01
2018. 5. 31,목,9500,8127.411765,356.4117647,98.979,1998.44,1696.76,1499.01,20.9,0,1.9,58.9,12.9,26.94,0,28.3,1932.3,1555,730,115,87.01
2018. 6. 1,금,9500,8127.411765,356.4117647,98.779,1996.75,1697.09,1499.31,23.8,0,1.9,50.4,12.9,27.94,0,30.6,1900.08,1550,940,172,79.02
2018. 6. 4,월,9500,8127.411765,356.4117647,98.779,1996.66,1696.85,1499.48,22.6,0,1.9,50.1,9.2,21.13,0,27.4,1900.08,1550,940,172,79.02
2018. 6. 5,화,9500,8127.411765,356.4117647,98.779,1997.86,1697.43,1499.99,23.7,0,1.7,52.5,11.4,24.35,0,30.7,1900.08,1550,940,172,79.02
2018. 6. 6,수,0,8127.411765,356.4117647,98.779,1997.53,1697.46,1499.47,23,0,2,62.9,12.7,26.6,0,30.9,1900.08,1550,940,172,79.02
2018. 6. 7,목,9500,8127.411765,356.4117647,98.779,1996.51,1697.53,1500.28,22.2,0,2,69.3,9.4,24.04,0,30,1900.08,1550,940,172,79.02
2018. 6. 8,금,9500,8127.411765,356.4117647,98.779,1995.23,1696.94,1499.19,21.9,0,2.1,68,7.1,18.52,0,31.1,1900.08,1550,940,172,79.02
2018. 6. 11,월,9500,8127.411765,356.4117647,98.779,1994.73,1696.62,1499.13,20.2,5,1.4,67.3,3.3,11.27,0,24.5,1900.08,1550,940,172,79.02
2018. 6. 12,화,9500,8127.411765,356.4117647,98.779,1994.84,1696.53,1499.52,21.3,0,1.7,65.5,12.1,23.45,0,26.2,1900.08,1550,940,172,79.02
2018. 6. 13,수,0,8127.411765,356.4117647,98.779,1992.66,1695.32,1498.03,22,0,1.5,64,4.9,15.75,0,25.3,1900.08,1550,940,172,79.02
2018. 6. 14,목,9500,8127.411765,356.4117647,98.779,1993.84,1695.7,1498.84,21.6,29,1.1,74.9,1.4,10.34,0,22.7,1900.08,1550,940,172,79.02
2018. 6. 15,금,9500,8127.411765,356.4117647,98.779,1994.75,1695.87,1499.04,21.7,16.5,1.4,60.8,9.8,23.64,0,24,1900.08,1550,940,172,79.02
2018. 6. 18,월,9500,8127.411765,356.4117647,98.779,1993.74,1695.04,1497.88,24.8,0,1.5,54.9,12.6,26.17,0,30.4,1900.08,1550,940,172,79.02
2018. 6. 19,화,9500,8127.411765,356.4117647,98.779,1993.44,1694.87,1497.46,22.4,0,1.8,61.3,3.1,17.65,0,26.4,1900.08,1550,940,172,79.02
2018. 6. 20,수,9500,8127.411765,356.4117647,98.779,1991.76,1693.81,1496.99,22.7,0,2.3,68.1,10.2,24.52,0,28.9,1900.08,1550,940,172,79.02
2018. 6. 21,목,9500,8127.411765,356.4117647,98.779,1991.84,1693.01,1496.67,23.7,0,2.2,60.1,12.6,28.21,0,32.2,1900.08,1550,940,172,79.02
2018. 6. 22,금,9500,8127.411765,356.4117647,98.779,1991.72,1692.42,1495.68,25,0,1.8,45.1,12.4,27.4,0,30.6,1900.08,1550,940,172,79.02
2018. 6. 25,월,9500,8127.411765,356.4117647,98.779,1991.11,1691.51,1495.01,27.1,0,1.2,57.1,7.8,20.44,0,31.7,1900.08,1550,940,172,79.02
2018. 6. 26,화,9500,8127.411765,356.4117647,98.779,1991.65,1691.85,1494.91,22.3,71.5,2.4,88.3,0,1.29,0,22.5,1900.08,1550,940,172,79.02
2018. 6. 27,수,9500,8127.411765,356.4117647,98.779,1991.43,1691.41,1494.64,22.3,1,2,81.9,2.9,13.56,0,23.7,1900.08,1550,940,172,79.02
2018. 6. 28,목,9500,8127.411765,356.4117647,98.779,1991.43,1691.81,1493.74,23.3,26.5,1.1,85.1,1.9,9.31,0,24.5,1900.08,1550,940,172,79.02
2018. 6. 29,금,9500,8127.411765,356.4117647,98.779,1992.2,1691.68,1494.02,24.7,6.5,1.5,78.5,8.4,18.79,0,26.6,1900.08,1550,940,172,79.02
2018. 7. 2,월,8500,8127.411765,356.4117647,98.59,1993.46,1691.68,1494.45,22.6,59.5,0.7,95.4,0.1,4.73,0,23.5,1248,1582,1173.07,115,179
2018. 7. 3,화,8500,8127.411765,356.4117647,98.59,1993.38,1693.15,1495.5,27.4,0.1,0.8,74.4,10.1,22.88,0,29.1,1248,1582,1173.07,115,179
2018. 7. 4,수,8500,8127.411765,356.4117647,98.59,1995.65,1693.66,1496.14,27.3,0,1.7,69.6,8.4,22.43,0,30,1248,1582,1173.07,115,179
2018. 7. 5,목,8500,8127.411765,356.4117647,98.59,1995.33,1694.13,1496.43,25.3,0.5,1.2,72.8,1.7,10.88,0,27,1248,1582,1173.07,115,179
2018. 7. 6,금,8500,8127.411765,356.4117647,98.59,1993.98,1693.86,1496.28,23.9,0,1.8,57.8,2.6,15.83,0,27,1248,1582,1173.07,115,179
2018. 7. 9,월,8500,8127.411765,356.4117647,98.59,1993.89,1694.48,1496.9,20.8,14,1.1,82.3,0,4,0,22.4,1248,1582,1173.07,115,179
2018. 7. 10,화,8500,8127.411765,356.4117647,98.59,1994.89,1696.12,1498.14,23.7,16.5,0.7,87.8,0,5.92,0,23.9,1248,1582,1173.07,115,179
2018. 7. 11,수,8500,8127.411765,356.4117647,98.59,1995.19,1696.1,1498.63,26.8,3,1.3,82.9,0.1,8.74,0,26.9,1248,1582,1173.07,115,179
2018. 7. 12,목,8500,8127.411765,356.4117647,98.59,1995.91,1696.75,1499.06,26.6,1,1.5,82.4,1.1,9.92,0,27,1248,1582,1173.07,115,179
2018. 7. 13,금,8500,8127.411765,356.4117647,98.59,1994.26,1696.33,1498.37,27.3,0,1.8,74.8,7,15.6,0,28.9,1248,1582,1173.07,115,179
2018. 7. 16,월,10000,8127.411765,356.4117647,98.59,1993.98,1696.62,1499.1,28.7,0,1.7,64.3,12.9,26.67,0,33.4,1248,1582,1173.07,115,179
2018. 7. 17,화,11500,8127.411765,356.4117647,98.59,1993.97,1696.63,1499.39,28.1,0,1.7,66.5,13,25.57,0,34.3,1248,1582,1173.07,115,179
2018. 7. 18,수,14000,8127.411765,356.4117647,98.59,1994.66,1696.66,1499.18,28.2,0,1.6,64.8,13,25.14,0,34.2,1248,1582,1173.07,115,179
2018. 7. 19,목,15000,8127.411765,356.4117647,98.59,1996.34,1696.69,1499.5,28.7,0,1.6,64.1,12.9,27.8,0,35.6,1248,1582,1173.07,115,179
2018. 7. 20,금,14000,8127.411765,356.4117647,98.59,1993.98,1696.02,1498.31,29.5,0,1.5,62.6,12.9,25.73,0,35.7,1248,1582,1173.07,115,179
2018. 7. 23,월,14000,8127.411765,356.4117647,98.59,1995.94,1697.05,1499.6,31.7,0,1.8,53.8,8,18.94,0,37.1,1248,1582,1173.07,115,179
2018. 7. 24,화,14000,8127.411765,356.4117647,98.59,1995.6,1697.23,1499.86,31.4,0,1.6,59.5,10.2,18.42,0,35.8,1248,1582,1173.07,115,179
2018. 7. 25,수,14000,8127.411765,356.4117647,98.59,1995.82,1696.81,1499.35,30.1,0,2.4,66.3,5.2,14.36,0,36.1,1248,1582,1173.07,115,179
2018. 7. 26,목,13000,8127.411765,356.4117647,98.59,1994.25,1696.8,1499.42,30.1,0,1.5,68.8,4.4,12.21,0,32.7,1248,1582,1173.07,115,179
2018. 7. 27,금,13000,8127.411765,356.4117647,98.59,1994.74,1697.23,1499.63,30.9,0,1.9,69.3,9.3,19.29,0,36.2,1248,1582,1173.07,115,179
2018. 7. 30,월,10000,8127.411765,356.4117647,98.59,1994.97,1697.12,1499.92,31.7,0,1.2,50.9,11,19.68,0,34,1248,1582,1173.07,115,179
2018. 7. 31,화,8500,8127.411765,356.4117647,98.59,1998.13,1698.65,1501.11,32.6,0,1.5,50.5,12,24.5,0,38.8,1248,1582,1173.07,115,179
2018. 8. 1,수,7500,8127.411765,356.4117647,99.462,1998.82,1699.65,1502.78,33.6,0,1.7,55.5,12.6,25.69,0,40.1,2271,1921,991.09,154,82
2018. 8. 2,목,7500,8127.411765,356.4117647,99.462,1998.44,1700.36,1503.07,33.7,0,1.6,54.4,9.8,18.58,0,36.8,2271,1921,991.09,154,82
2018. 8. 3,금,7500,8127.411765,356.4117647,99.462,2000.24,1700.59,1503.11,33.1,0,1.9,55.3,10.5,21.09,0,39.3,2271,1921,991.09,154,82
2018. 8. 6,월,8500,8127.411765,356.4117647,99.462,1998.41,1701.64,1504.04,30.5,6.5,1.6,71.6,7.3,17.86,0,31.4,2271,1921,991.09,154,82
2018. 8. 7,화,7500,8127.411765,356.4117647,99.462,1999.37,1702.13,1504.51,30.5,0,1.5,63.4,8.5,15.62,0,29.7,2271,1921,991.09,154,82
2018. 8. 8,수,8500,8127.411765,356.4117647,99.462,2000.41,1702.17,1504.89,31,0,2.1,64.8,10.8,20.59,0,35.5,2271,1921,991.09,154,82
2018. 8. 9,목,9000,8127.411765,356.4117647,99.462,1998.65,1702.27,1504.77,28.8,2,1.5,76.3,2.6,11.11,0,32.5,2271,1921,991.09,154,82
2018. 8. 10,금,10500,8127.411765,356.4117647,99.462,1998.7,1702.46,1505.06,30.7,0,1.4,60.9,11.4,21.85,0,32.7,2271,1921,991.09,154,82
2018. 8. 13,월,10500,8127.411765,356.4117647,99.462,2001.1,1703.6,1506.12,30.5,1,1.4,68.6,6.3,12.29,0,29.9,2271,1921,991.09,154,82
2018. 8. 14,화,10500,8127.411765,356.4117647,99.462,2001.98,1704.43,1506.53,31.7,0,1.3,58.3,9.5,18.37,0,34.7,2271,1921,991.09,154,82
2018. 8. 15,수,0,8127.411765,356.4117647,99.462,2001.64,1704.45,1506.11,31.7,1,1.2,59.5,9.5,18.41,0,34,2271,1921,991.09,154,82
2018. 8. 16,목,11000,8127.411765,356.4117647,99.462,2002.03,1704.98,1507.18,29.9,0,1.7,51,11,24.88,0,35.5,2271,1921,991.09,154,82
2018. 8. 17,금,11000,8127.411765,356.4117647,99.462,2001.99,1705.2,1507.86,27.2,0,1.8,39.8,12.4,26.23,0,34.6,2271,1921,991.09,154,82
2018. 8. 20,월,10000,8127.411765,356.4117647,99.462,2002.04,1705.46,1507.47,29.1,0,2,55.6,6,15.07,0,32.7,2271,1921,991.09,154,82
2018. 8. 21,화,11000,8127.411765,356.4117647,99.462,2002.45,1706.05,1507.92,26.6,5,2.5,71.4,6.8,12.86,0,27,2271,1921,991.09,154,82
2018. 8. 22,수,11000,8127.411765,356.4117647,99.462,2003.24,1706,1507.84,30.7,0,1.1,54.1,10.5,22.27,0,34.6,2271,1921,991.09,154,82
2018. 8. 23,목,12000,8127.411765,356.4117647,99.462,2003.26,1706.56,1508.27,29.4,3,1.7,59.1,1.7,9.3,0,31.5,2271,1921,991.09,154,82
2018. 8. 24,금,12000,8127.411765,356.4117647,99.462,2002.5,1706.53,1508.26,24.4,7.5,2.5,86.3,0,5.69,0,24.7,2271,1921,991.09,154,82
2018. 8. 27,월,12000,8127.411765,356.4117647,99.462,2003.29,1707.06,1509.15,22.7,19.5,0.8,91,0,7.84,0,24.4,2271,1921,991.09,154,82
2018. 8. 28,화,13000,8127.411765,356.4117647,99.462,2003.46,1707.52,1508.92,23.7,96.5,0.9,92.4,0,4.42,0,24.4,2271,1921,991.09,154,82
2018. 8. 29,수,13000,8127.411765,356.4117647,99.462,2003.38,1707.51,1509.1,25.2,42,2.4,86,0.1,2.75,0,24.8,2271,1921,991.09,154,82
2018. 8. 30,목,15000,8127.411765,356.4117647,99.462,2004.29,1707.67,1509.83,25.3,9.5,1.8,80.9,1.9,8.74,0,25.8,2271,1921,991.09,154,82
2018. 8. 31,금,16500,8127.411765,356.4117647,99.462,2004.36,1707.61,1509.36,25.6,0.1,1.6,67.4,10.1,22.17,0,27.2,2271,1921,991.09,154,82
2018. 9. 3,월,17500,8127.411765,356.4117647,100.221,2008,1711.33,1513.8,23.3,34.5,1,85.3,0,3.36,0,24.3,687.031,1603.006,839,0,69.02
2018. 9. 4,화,20000,8127.411765,356.4117647,100.221,2011.11,1713.72,1515.95,23.2,0,2.2,69.4,11,21.64,0,24,687.031,1603.006,839,0,69.02
2018. 9. 5,수,21500,8127.411765,356.4117647,100.221,2010.69,1715.08,1517.57,24,0,2.5,63.5,11.8,22.46,0,24.8,687.031,1603.006,839,0,69.02
2018. 9. 6,목,22500,8127.411765,356.4117647,100.221,2011.05,1716.44,1518.81,24.1,1,2,69.9,2.2,11.03,0,24.7,687.031,1603.006,839,0,69.02
2018. 9. 7,금,22500,8127.411765,356.4117647,100.221,2011.84,1717.4,1519.9,22,0.5,2.5,54.6,10.9,19.58,0,23.3,687.031,1603.006,839,0,69.02
2018. 9. 10,월,24000,8127.411765,356.4117647,100.221,2013.19,1719.37,1521.9,22.9,0,1.6,49.5,10.3,19.84,0,26.2,687.031,1603.006,839,0,69.02
2018. 9. 11,화,24000,8127.411765,356.4117647,100.221,2015.84,1721.56,1524.04,21.6,0,1.5,48.1,8.4,17.85,0,24.5,687.031,1603.006,839,0,69.02
2018. 9. 12,수,24000,8127.411765,356.4117647,100.221,2016.54,1722.95,1525.96,22.8,0,1.4,52,11.3,20.39,0,26.8,687.031,1603.006,839,0,69.02
2018. 9. 13,목,25000,8127.411765,356.4117647,100.221,2016.81,1724.07,1526.85,23.5,0,1.2,63.5,5,12.93,0,27.2,687.031,1603.006,839,0,69.02
2018. 9. 14,금,25000,8127.411765,356.4117647,100.221,2017.56,1725.04,1527.64,23.5,0.5,1.3,66.9,1.6,9.8,0,25.4,687.031,1603.006,839,0,69.02
2018. 9. 17,월,25000,8127.411765,356.4117647,100.221,2018.18,1727.66,1530.69,22.3,0.1,1.9,64.3,10.8,20.42,0,25.8,687.031,1603.006,839,0,69.02
2018. 9. 18,화,25000,8127.411765,356.4117647,100.221,2021.23,1729.79,1532.01,22,0,1.2,59.8,7.9,15.85,0,25.5,687.031,1603.006,839,0,69.02
2018. 9. 19,수,25000,8127.411765,356.4117647,100.221,2021.53,1731.71,1534.12,22.1,0.2,1,59.1,2.1,10.66,0,24.4,687.031,1603.006,839,0,69.02
2018. 9. 20,목,26500,8127.411765,356.4117647,100.221,2025.09,1733.87,1536.03,19,5,1.8,82.4,0,4.08,0,19.8,687.031,1603.006,839,0,69.02
2018. 9. 21,금,25000,8127.411765,356.4117647,100.221,2026.92,1735.89,1538.31,19.4,18,1.3,85.8,0.6,6.31,0,20.8,687.031,1603.006,839,0,69.02
2018. 9. 24,월,0,8127.411765,356.4117647,100.221,2025.85,1737.94,1539.61,17.6,0,2.1,48.3,11,20.96,0,19.3,687.031,1603.006,839,0,69.02
2018. 9. 25,화,0,8127.411765,356.4117647,100.221,2027.94,1738.14,1539.8,17.8,0,1.1,48,10,20.19,0,19.8,687.031,1603.006,839,0,69.02
2018. 9. 26,수,0,8127.411765,356.4117647,100.221,2027.69,1737.46,1539.57,19.4,0,1.7,47.9,8.4,17.06,0,21.8,687.031,1603.006,839,0,69.02
2018. 9. 27,목,21000,8127.411765,356.4117647,100.221,2027.51,1738.85,1541.43,18.9,0,1.3,47.6,10.3,18.26,0,20,687.031,1603.006,839,0,69.02
2018. 9. 28,금,22500,8127.411765,356.4117647,100.221,2027.42,1739.64,1541.87,17.5,0,1.2,58.1,3.5,8.76,0,18.6,687.031,1603.006,839,0,69.02
2018. 10. 1,월,21500,8127.411765,356.4117647,100.041,2028.67,1741.91,1544.44,15.4,0,2.9,55.1,7.9,15.1,0,19,1379.02,2032,749.2,0.005,107
2018. 10. 2,화,24000,8127.411765,356.4117647,100.041,2031.72,1745.3,1548.58,15.9,0,1.6,61.4,10.8,18.84,0,19.4,1379.02,2032,749.2,0.005,107
2018. 10. 3,수,0,8127.411765,356.4117647,100.041,2033.78,1747.18,1550.31,17.3,0,1.3,58,10.6,18.49,0,19.8,1379.02,2032,749.2,0.005,107
2018. 10. 4,목,27500,8127.411765,356.4117647,100.041,2035.22,1748.55,1552.41,19.3,0,1.3,56.5,8.9,15.88,0,20.7,1379.02,2032,749.2,0.005,107
2018. 10. 5,금,25000,8127.411765,356.4117647,100.041,2036.38,1751.02,1554.37,16.9,36.5,1.7,84.1,0,2.74,0,17,1379.02,2032,749.2,0.005,107
2018. 10. 8,월,23500,8127.411765,356.4117647,100.041,2038.74,1754.82,1559.04,14.8,0,1.1,47,10.5,15.28,0,14.1,1379.02,2032,749.2,0.005,107
2018. 10. 9,화,0,8127.411765,356.4117647,100.041,2044.08,1759.72,1564.93,15.3,0,1.1,52.5,2.3,8.89,0,14.3,1379.02,2032,749.2,0.005,107
2018. 10. 10,수,23500,8127.411765,356.4117647,100.041,2045.26,1761.35,1566.67,12,7,2.5,61,6.5,10.3,0,13.1,1379.02,2032,749.2,0.005,107
2018. 10. 11,목,22500,8127.411765,356.4117647,100.041,2047.72,1764.34,1570.9,9.7,0,2.1,51,9.3,15.42,0,8.9,1379.02,2032,749.2,0.005,107
2018. 10. 12,금,22500,8127.411765,356.4117647,100.041,2049.24,1766.81,1573.66,10.9,0,1.3,54,10.1,17.67,0,12.7,1379.02,2032,749.2,0.005,107
2018. 10. 15,월,22500,8127.411765,356.4117647,100.041,2049.92,1768.84,1576.19,15.2,0,1.4,69.9,6.8,11.26,0,15.7,1379.02,2032,749.2,0.005,107
2018. 10. 16,화,22500,8127.411765,356.4117647,100.041,2051.1,1770.15,1578.14,14.5,0,1.3,55.9,8.2,13.15,0,15.4,1379.02,2032,749.2,0.005,107
2018. 10. 17,수,22500,8127.411765,356.4117647,100.041,2051.41,1770.57,1578.23,12.4,0,1.3,53.3,10,16.44,0,14.9,1379.02,2032,749.2,0.005,107
2018. 10. 18,목,22500,8127.411765,356.4117647,100.041,2050.95,1771.57,1580.06,12.7,0,1.1,59.5,8.1,13.37,0,14.8,1379.02,2032,749.2,0.005,107
2018. 10. 19,금,21500,8127.411765,356.4117647,100.041,2051,1772.4,1580.56,13.1,0,1.4,54.3,9.9,16.23,0,14.9,1379.02,2032,749.2,0.005,107
2018. 10. 22,월,22500,8127.411765,356.4117647,100.041,2051.43,1773.05,1581.08,14,0,1,50,7.6,12.13,0,15.1,1379.02,2032,749.2,0.005,107
2018. 10. 23,화,21500,8127.411765,356.4117647,100.041,2050.48,1773,1581.41,12.2,5,1.1,75.1,5.3,7.68,0,13.1,1379.02,2032,749.2,0.005,107
2018. 10. 24,수,21500,8127.411765,356.4117647,100.041,2052.72,1773.48,1582.39,12.5,0,1.3,66,9.6,13.64,0,12.4,1379.02,2032,749.2,0.005,107
2018. 10. 25,목,20000,8127.411765,356.4117647,100.041,2052.48,1773.71,1582.22,13.8,0,0.9,55.5,8.7,13.56,0,12.7,1379.02,2032,749.2,0.005,107
2018. 10. 26,금,20000,8127.411765,356.4117647,100.041,2052.01,1773.25,1582.03,12.2,11,1.6,74.1,2.4,3,0,12.8,1379.02,2032,749.2,0.005,107
2018. 10. 29,월,18500,8127.411765,356.4117647,100.041,2049.74,1773.37,1582.79,7.2,0,2,57.3,6.5,9.84,0,7.5,1379.02,2032,749.2,0.005,107
2018. 10. 30,화,16500,8127.411765,356.4117647,100.041,2050.34,1773.63,1582.43,6.1,0,1.6,51.3,9.1,14.55,0,6.9,1379.02,2032,749.2,0.005,107
2018. 10. 31,수,16500,8127.411765,356.4117647,100.041,2050.57,1773.73,1582.17,7.4,0,1.6,55.4,9.3,14.51,0,8,1379.02,2032,749.2,0.005,107
2018. 11. 1,목,16500,8127.411765,356.4117647,99.33,2050.72,1773.98,1582.86,8.4,0,1.3,53.4,9.2,13.95,0,8.1,735.002,2684,1103,285,24
2018. 11. 2,금,16500,8127.411765,356.4117647,99.33,2050.81,1773.69,1583,10.6,0,1.1,54.9,9.2,13.52,0,9.8,735.002,2684,1103,285,24
2018. 11. 5,월,15000,8127.411765,356.4117647,99.33,2050.97,1773.84,1583.37,11.9,0,1.1,65.5,7.9,11.09,0,11.4,735.002,2684,1103,285,24
2018. 11. 6,화,15000,8127.411765,356.4117647,99.33,1967.72,1715.32,1541.27,12.2,0,0.9,70.5,4.1,7.85,0,12,735.002,2684,1103,285,24
2018. 11. 7,수,15000,8127.411765,356.4117647,99.33,1954.04,1689.42,1523.79,12.8,2,1.1,79.5,0.5,4.05,0,13.2,735.002,2684,1103,285,24
2018. 11. 8,목,15000,8127.411765,356.4117647,99.33,1950.33,1673.15,1513.54,11.8,64,1.8,93.8,0,1.31,0,13.1,735.002,2684,1103,285,24
2018. 11. 9,금,15000,8127.411765,356.4117647,99.33,1945.13,1667.73,1508.99,12.1,1,3.1,69,6.5,9.75,0,12.5,735.002,2684,1103,285,24
2018. 11. 12,월,16000,8127.411765,356.4117647,99.33,1942.65,1657.25,1503.39,8.1,0,1.2,52.3,8.9,12.12,0,7.1,735.002,2684,1103,285,24
2018. 11. 13,화,16000,8127.411765,356.4117647,99.33,1936.83,1652.47,1500.01,8.8,0,1.1,51.6,8.8,11.7,0,7.8,735.002,2684,1103,285,24
2018. 11. 14,수,16000,8127.411765,356.4117647,99.33,1935.89,1649.88,1498.26,9.8,0,1.1,55.5,8.7,11.61,0,8.4,735.002,2684,1103,285,24
2018. 11. 15,목,16000,8127.411765,356.4117647,99.33,1932.32,1643.95,1495.14,9.7,0,1,55.4,7.8,9.55,0,8.6,735.002,2684,1103,285,24
2018. 11. 16,금,16000,8127.411765,356.4117647,99.33,1931.18,1641.59,1492.65,8.8,0,1.7,65.1,5.2,8.28,0,8.9,735.002,2684,1103,285,24
2018. 11. 19,월,16000,8127.411765,356.4117647,99.33,1928.36,1634.4,1489.31,6.5,0,1.4,50.4,5.8,7.83,0,5.6,735.002,2684,1103,285,24
2018. 11. 20,화,16000,8127.411765,356.4117647,99.33,1925.1,1629.97,1486.25,6.5,0.2,1.8,39.9,8.8,11.03,0,5.3,735.002,2684,1103,285,24
2018. 11. 21,수,16000,8127.411765,356.4117647,99.33,1923.08,1624.43,1483.79,5.8,1,1.2,57.1,0,2.95,0,6.3,735.002,2684,1103,285,24
2018. 11. 22,목,16000,8127.411765,356.4117647,99.33,1916.41,1620.52,1481.26,2.3,0,2.4,35,8.6,10.82,0,2.2,735.002,2684,1103,285,24
2018. 11. 23,금,16000,8127.411765,356.4117647,99.33,1914.28,1615.23,1478.02,1.9,0,1.4,29.6,8.6,10.76,0,1.5,735.002,2684,1103,285,24
2018. 11. 26,월,15000,8127.411765,356.4117647,99.33,1913.31,1609.35,1474.66,6.3,0,1,70.1,8.6,10.05,0.3,4.7,735.002,2684,1103,285,24
