지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 지면온도(°C)
143,대구,2020. 1. 2,3.4,,2.8,57.9,8.4,10.18,,1.7
143,대구,2020. 1. 3,3.6,,2.5,54.3,8.3,10.35,,2.1
143,대구,2020. 1. 4,2.7,,2.4,55.4,7.4,10.43,,1.2
143,대구,2020. 1. 5,2.2,,1,53.6,8.9,12.39,,1.3
143,대구,2020. 1. 6,1.4,12,0.9,84.3,0,2.28,,1.7
143,대구,2020. 1. 7,7,27,1.1,97,0,1.86,,6.7
143,대구,2020. 1. 8,7.9,0.3,4.4,64.5,3,7.47,,7.8
143,대구,2020. 1. 9,3.2,,3.5,54,8,10.41,,2.2
143,대구,2020. 1. 10,2.2,,1.3,59.1,9,12.14,,2.6
143,대구,2020. 1. 11,3.3,,2.4,50.4,8.8,11.27,,2.1
143,대구,2020. 1. 12,2.7,,3.3,51.1,8.5,12,,2.2
143,대구,2020. 1. 13,2.1,,3.4,48.1,8.5,12.31,,1.7
143,대구,2020. 1. 14,1.6,,2.9,42.3,5.7,9.56,,1.6
143,대구,2020. 1. 15,0.9,,2.7,47,9.2,12.56,,0.3
143,대구,2020. 1. 16,0.3,,1.5,47.4,6.6,10.2,,0.3
143,대구,2020. 1. 17,1.4,,0.9,51.8,4.3,7.82,,1.3
143,대구,2020. 1. 18,3.1,,1.6,44.1,2.3,7.6,,2.4
143,대구,2020. 1. 19,3.2,,2.2,49.4,5.8,9.77,,1.6
143,대구,2020. 1. 20,4.6,,3.3,44.1,7.2,10.28,,3.6
143,대구,2020. 1. 21,1.9,,1.7,36,9.4,13.27,,2.4
143,대구,2020. 1. 22,2.9,3.5,0.8,65.9,0,2.88,,2.7
143,대구,2020. 1. 23,5,7.5,0.8,95.4,0.1,4.21,,5.7
143,대구,2020. 1. 24,6.1,,1.9,80.3,5.7,11.08,,6.5
143,대구,2020. 1. 25,7.2,,1.9,68.8,0,6.06,,6.2
143,대구,2020. 1. 26,6.7,0.1,2.3,74.1,2.4,8.09,,5.5
143,대구,2020. 1. 27,6.2,19.5,4.1,85.3,0,1.99,,6
143,대구,2020. 1. 28,7.4,0,1.3,75,0.1,5.47,,7.2
143,대구,2020. 1. 29,6.2,0.5,1.3,75,0.8,7.18,,6.7
143,대구,2020. 1. 30,5.7,0,1.6,67.9,3.7,7.93,,5.8
143,대구,2020. 1. 31,4.4,0,1.1,66.8,1.8,7.23,,4
143,대구,2020. 2. 1,2.9,,2,67.6,7.1,10.87,,1.8
143,대구,2020. 2. 2,3.6,,1.2,61.5,8.3,12.17,,2.8
143,대구,2020. 2. 3,3.1,,2.9,45.6,7.2,12.55,,2.5
143,대구,2020. 2. 4,1.9,,1.8,42.5,9.8,15.24,,1.7
143,대구,2020. 2. 5,-1.5,0,4.5,30.8,10.1,16.02,,1.2
143,대구,2020. 2. 6,-2.1,,1.8,39.3,9.3,13.84,,-0.3
143,대구,2020. 2. 7,1.1,,2.2,49.9,8.2,13.29,,1.6
143,대구,2020. 2. 8,2.9,,3.7,46,8.7,14.34,,3.5
143,대구,2020. 2. 9,1.9,,2.2,44.3,10.1,15.74,,3.4
143,대구,2020. 2. 10,5.5,,2.1,46.8,9.2,14.25,,5.7
143,대구,2020. 2. 11,6.1,,1.2,56.3,7.4,13.25,,5.2
143,대구,2020. 2. 12,8.1,6,1.7,90.5,0,2.88,,7.8
143,대구,2020. 2. 13,10.4,,1.8,76,5.1,11.86,,10.9
143,대구,2020. 2. 14,10.7,,1.4,63.4,8.2,15.2,,10.1
143,대구,2020. 2. 15,12,,2.6,69.8,5.8,12.06,,11.6
143,대구,2020. 2. 16,5,4,4.8,64.1,5.5,12.51,,6.7
143,대구,2020. 2. 17,-1.6,0,5.7,51.9,5.5,12.01,,0.1
143,대구,2020. 2. 18,-0.2,,3.5,44.8,10.4,17.75,,2.2
143,대구,2020. 2. 19,4.7,,2,43.8,9.4,16.79,,5.2
143,대구,2020. 2. 20,6.1,,1.1,53.3,9.9,15.81,,6.3
143,대구,2020. 2. 21,8.3,0,1.5,56.5,9.4,14.87,,8.8
143,대구,2020. 2. 22,8.2,0,4.7,46,10,17.17,,9.5
143,대구,2020. 2. 23,4.9,,2.8,42.3,10.7,18.45,,7.2
143,대구,2020. 2. 24,8.1,0,1.1,40.3,9.1,15.77,,8.2
143,대구,2020. 2. 25,7,29,2.8,96.4,0,1.64,,7.6
143,대구,2020. 2. 26,8.3,0.2,1.9,82.8,2.5,9.39,,9.8
143,대구,2020. 2. 27,6.1,0,3.4,68,5.4,14.95,,7.8
143,대구,2020. 2. 28,4.5,1,1.4,90,0,4.96,,5.7
143,대구,2020. 2. 29,6.3,,1.1,88.6,3.1,9.68,,7.7
143,대구,2020. 3. 1,9.4,,1.5,78.5,4.9,14.36,,10.5
143,대구,2020. 3. 2,7.1,,3.8,57,8.6,18.14,,8
143,대구,2020. 3. 3,7.7,,2.8,73.1,5.9,15.1,,8.7
143,대구,2020. 3. 4,5.9,,4.6,53,9.9,18.98,,8.9
143,대구,2020. 3. 5,3.7,,3,51.8,10.6,19.75,,6.6
143,대구,2020. 3. 6,5.4,,1.1,51.1,10.6,20.04,,6.8
143,대구,2020. 3. 7,5.7,2,1.2,78,0.2,6.52,,6.4
143,대구,2020. 3. 8,8.3,,2,77.9,7.6,17.73,,9.5
143,대구,2020. 3. 9,9.1,3,1.5,83.4,4.9,12.1,,9.9
143,대구,2020. 3. 10,9,10,2.9,90.9,0,4.5,,9.9
143,대구,2020. 3. 11,6.4,,4.5,48.1,11.1,21.79,,6.4
143,대구,2020. 3. 12,8.3,,1.7,48.1,10.8,21.18,,7
143,대구,2020. 3. 13,9.4,,2.4,47,5.5,15.08,,9.5
143,대구,2020. 3. 14,6.5,,4.6,37.3,10.9,22.16,,9.5
143,대구,2020. 3. 15,6.2,,4,48.4,8.3,15.86,,7.3
143,대구,2020. 3. 16,6.4,,2.5,47.1,11.4,22.28,,9.5
143,대구,2020. 3. 17,10.5,,2.6,53.6,10.1,19.57,,11.9
143,대구,2020. 3. 18,11.7,,1.4,50.5,11.3,22.17,,13.7
143,대구,2020. 3. 19,10.8,,4.4,52,10.2,18.37,,12.5
143,대구,2020. 3. 20,12,,3.5,38.6,11.2,22.2,,14.2
143,대구,2020. 3. 21,15,,1.5,54.1,9.9,19.77,,15.6
143,대구,2020. 3. 22,14.1,,2.8,62.4,10.8,21.84,,17.7
143,대구,2020. 3. 23,11.5,,3,56.9,11.5,22.58,,14.5
143,대구,2020. 3. 24,11.2,,1.9,59,11.3,22.15,,15.7
143,대구,2020. 3. 25,13.1,,1.5,57.4,11.4,21.84,,16.9
143,대구,2020. 3. 26,13.2,3.5,0.7,76.8,0,5.86,,13.5
143,대구,2020. 3. 27,14.6,6,2.1,87,0.7,7.29,,15.7
143,대구,2020. 3. 28,8.2,,3.3,60.3,0,9.7,,8.9
143,대구,2020. 3. 29,8.7,,2.6,70.3,6.6,18.18,,13.3
143,대구,2020. 3. 30,11.5,,1.8,64,9.3,20.98,,15.6
143,대구,2020. 3. 31,12.8,,1.5,64.5,10.6,22.52,,16.9
143,대구,2020. 4. 1,13.9,0,2.5,50.1,4.3,14.57,,16.8
143,대구,2020. 4. 2,12.6,,2,39.4,11.4,22.3,,15.6
143,대구,2020. 4. 3,13.5,,2.2,40.4,11.4,24.18,,16.8
143,대구,2020. 4. 4,10.8,,2.9,54,11.5,23.74,,16.1
143,대구,2020. 4. 5,9.3,,2,40.8,12,25.85,,14.7
143,대구,2020. 4. 6,11.3,,1.7,43.9,10.8,24.33,,15.5
143,대구,2020. 4. 7,15.3,,3.4,37.6,10.9,22.01,,17.9
143,대구,2020. 4. 8,12.2,,3.9,45,12.2,26.11,,17.5
143,대구,2020. 4. 9,10.3,,2.8,55.5,11.6,23.78,,15.4
143,대구,2020. 4. 10,11,0,2.1,60.8,1.5,13.41,,14.7
143,대구,2020. 4. 11,10.6,0.1,1.5,69.3,1.9,11.77,,15
143,대구,2020. 4. 12,9.2,1,2.6,76.8,3.9,11.71,,11.2
143,대구,2020. 4. 13,10.2,,2.7,49.6,5.8,17.08,,13.3
143,대구,2020. 4. 14,14.6,,2,39.9,12.2,26.51,,17.7
143,대구,2020. 4. 15,14.5,,2.5,46,9.5,22.16,,18.6
143,대구,2020. 4. 16,12.8,,4.1,67.4,11.2,23.91,,17.9
143,대구,2020. 4. 17,10.7,11.5,1.9,92.4,0.1,5.21,,13.1
143,대구,2020. 4. 18,14,0.3,2.8,73.3,7.1,18.74,,14.9
143,대구,2020. 4. 19,11.1,19,2.9,91.9,0,5.85,,12.1
143,대구,2020. 4. 20,13.6,0.5,3.4,73,5.7,19.28,,15.3
143,대구,2020. 4. 21,11.4,,5.4,40.3,10.5,25.59,,13.6
143,대구,2020. 4. 22,8.5,,5.3,41.3,11.5,27.14,,12.4
143,대구,2020. 4. 23,9.9,,5.2,41,12,26.33,,14.1
143,대구,2020. 4. 24,11.8,,3.8,29.8,12.5,27.37,,16.2
143,대구,2020. 4. 25,15.9,,2.5,41.6,11.7,25.45,,19.5
143,대구,2020. 4. 26,13.6,,3.2,51.1,12,27.92,,20.6
143,대구,2020. 4. 27,12.9,,2.4,60.1,10.7,24,,18.5
143,대구,2020. 4. 28,15.2,,2.3,46.1,12.7,27.25,,20.8
143,대구,2020. 4. 29,17.6,,1.6,44.4,12.5,26.7,,22.7
143,대구,2020. 4. 30,18.9,,2,57.9,12.6,27.61,,24.2
143,대구,2020. 5. 1,22.7,,1.8,72.3,12,25.48,,27.3
143,대구,2020. 5. 2,22.7,0,1.9,67.6,6.3,20.06,,27.5
143,대구,2020. 5. 3,17.9,5.5,1.5,98,0.2,6.49,,20.8
143,대구,2020. 5. 4,21.5,,3.4,76.4,10.2,23.92,,25.4
143,대구,2020. 5. 5,16.8,2.5,2.6,83.1,3,13.83,,19.7
143,대구,2020. 5. 6,17.5,,3.3,67.5,12.3,27.6,,22.8
143,대구,2020. 5. 7,15.8,,3.7,55.9,12,28.86,,21.7
143,대구,2020. 5. 8,17.6,1.5,2.2,64.4,9.3,24.87,,23.9
143,대구,2020. 5. 9,17,16.5,2.3,95.3,0,4.12,,17.5
143,대구,2020. 5. 10,18.9,,3,69.5,7.4,20.87,,20.9
143,대구,2020. 5. 11,21.1,,2.5,49.1,10.2,25.97,,23.7
143,대구,2020. 5. 12,20.2,,4.1,42.1,12.4,26.41,,24.1
143,대구,2020. 5. 13,18.6,,3,40.6,12.9,29.18,,24
143,대구,2020. 5. 14,19.9,,1.3,41.3,7.3,20.04,,23.8
143,대구,2020. 5. 15,16.5,5,2.2,82.6,0,3.56,,17.3
143,대구,2020. 5. 16,19.3,0.1,1.8,80.5,4.6,18.77,,21.6
143,대구,2020. 5. 17,22,,1.9,73.1,8,23.42,,27
143,대구,2020. 5. 18,19.8,3.5,3.1,80,2.3,14.64,,23.3
143,대구,2020. 5. 19,15.5,3.5,3.4,71.6,5.9,15.19,,17.1
143,대구,2020. 5. 20,15.6,,2.8,57.4,10.4,27,,21.8
143,대구,2020. 5. 21,16.2,,2.8,66.6,6.8,23.29,,23.9
143,대구,2020. 5. 22,17.1,,3.3,66.4,11.3,25.62,,24.4
143,대구,2020. 5. 23,20.1,,1.9,59.9,12.8,28.65,,26.6
143,대구,2020. 5. 24,21.6,,2.3,61.4,7.5,20.15,,26.8
143,대구,2020. 5. 25,21.4,,2.1,57.3,1.7,17.82,,26
143,대구,2020. 5. 26,21.6,,1.7,55.4,6.6,19.18,,26.8
143,대구,2020. 5. 27,21.4,,2.6,45.3,11.4,27.18,,29.1
143,대구,2020. 5. 28,21,,1.9,47.4,11.3,27.06,,28.5
143,대구,2020. 5. 29,21.1,,2.1,50.1,11,27.46,,28.8
143,대구,2020. 5. 30,21.7,,2.2,49.6,8.9,22.71,,28.6
143,대구,2020. 5. 31,22.3,,2,55.6,5.7,22.05,,28.1
143,대구,2020. 6. 1,23.6,,3,47.8,11.2,27.23,,30.5
143,대구,2020. 6. 2,22.5,,1.4,41.9,7.4,21.06,,27
143,대구,2020. 6. 3,24.1,,1.7,56.5,7.3,22.91,,30
143,대구,2020. 6. 4,27.7,,2.1,56.5,12.1,27.96,,34.9
143,대구,2020. 6. 5,25.9,,2.7,61,9.2,22.83,,34.4
143,대구,2020. 6. 6,21.2,,4.4,65.9,5.1,20.25,,28.5
143,대구,2020. 6. 7,23.5,,2.4,53.9,10.6,27.28,,32.6
143,대구,2020. 6. 8,26.9,,1.5,46.6,12.9,27.86,,35.2
143,대구,2020. 6. 9,28.7,,1.5,46.3,13.2,28.1,,36.8
143,대구,2020. 6. 10,28.1,0.1,1.8,54.8,10.4,24.2,,36.8
143,대구,2020. 6. 11,25.5,29,1.5,77.4,6.3,18.58,,27
143,대구,2020. 6. 12,25.6,51,1.8,79.5,2.1,13.68,,27.5
143,대구,2020. 6. 13,24.6,10,1.3,81.5,3.9,18.34,,26.7
143,대구,2020. 6. 14,25.5,36.5,2.5,80.9,2.8,11.41,,25.7
143,대구,2020. 6. 15,25.9,,2.4,53.9,12.6,27.28,,25.9
143,대구,2020. 6. 16,24.8,,2,49.9,11.4,26.02,,28.4
143,대구,2020. 6. 17,23.3,,1.4,54.4,2.8,15.86,,25.9
143,대구,2020. 6. 18,19.2,7.2,1.4,84.6,0,6.81,,21.7
143,대구,2020. 6. 19,22,0.4,2.1,70.6,7.7,23.16,,23.8
143,대구,2020. 6. 20,23.2,,2.8,62.8,9.3,25.04,,28.6
143,대구,2020. 6. 21,22.2,,3.4,64.1,12.8,25.69,,28.2
143,대구,2020. 6. 22,25.3,,1.7,56.1,13.5,29.72,,32
143,대구,2020. 6. 23,26.3,,1.9,53.4,11,27.58,,34.2
143,대구,2020. 6. 24,22.2,2.3,2.8,75.4,0,6.44,,24.6
143,대구,2020. 6. 25,23.8,0.7,1.1,86.1,0.4,8.25,,26
143,대구,2020. 6. 26,25.5,,2.4,60.3,7.8,23.39,,29.3
143,대구,2020. 6. 27,26.1,,1.3,59.4,6.1,20.15,,30.8
143,대구,2020. 6. 28,26.1,,2.2,59.1,12.2,27.4,,33.3
143,대구,2020. 6. 29,22.1,42.2,3.1,82,0,9.97,,26.2
143,대구,2020. 6. 30,23.5,5.9,3.2,72.6,4.3,18.16,,25.6
143,대구,2020. 7. 1,22.2,0.4,2.2,69.1,2,15.4,,24.6
143,대구,2020. 7. 2,23.6,,1.8,64.1,9.1,25.26,,27.3
143,대구,2020. 7. 3,20.7,5.9,2.7,73.9,0,7.62,,22
143,대구,2020. 7. 4,21.2,0,1.4,75.8,0.2,13.59,,24.1
143,대구,2020. 7. 5,23.7,,0.9,70.1,3.2,14.86,,25.8
143,대구,2020. 7. 6,24.1,,1.3,74.6,1.6,12.15,,24.9
143,대구,2020. 7. 7,26.5,0,1.8,70.4,6.3,20.99,,30.7
143,대구,2020. 7. 8,26.2,,2.2,64.5,7.8,22.12,,31.1
143,대구,2020. 7. 9,24.4,0,3.6,74.3,9.4,24.9,,31.5
143,대구,2020. 7. 10,24,26.2,2.2,84,0.6,8.32,,25.6
143,대구,2020. 7. 11,25.5,,2.3,71.6,3.4,17.2,,27.1
143,대구,2020. 7. 12,20.4,27.8,3.4,82.8,0,6.52,,22.3
143,대구,2020. 7. 13,19.2,54.5,4.1,89.3,0,4.88,,20.4
143,대구,2020. 7. 14,19.6,0.8,2.4,89.6,0,8.02,,21.6
143,대구,2020. 7. 15,19.2,2.4,2.6,83.8,0.9,12.87,,22.4
143,대구,2020. 7. 16,22.2,,2.1,65.8,12.3,28.42,,26.5
143,대구,2020. 7. 17,22.7,,2.9,65.9,12.9,28.77,,28.4
143,대구,2020. 7. 18,22.4,,2.4,71,9.1,22.38,,27.5
143,대구,2020. 7. 19,24.3,0,2.9,78.4,0,7.85,,26.3
143,대구,2020. 7. 20,29.1,0.9,2.3,63.4,1.7,9.76,,29.4
143,대구,2020. 7. 21,26.9,5.9,1.6,64.9,6.6,23.08,,29.8
143,대구,2020. 7. 22,22.5,45.6,0.9,94.3,0,5.71,,24.5
143,대구,2020. 7. 23,21.7,63.1,3.5,91.8,0,4.92,,23
143,대구,2020. 7. 24,21.3,11.5,2.8,91.1,0,5.29,,22.6
143,대구,2020. 7. 25,21.9,13.7,1.2,93.6,0,9.67,,23.6
143,대구,2020. 7. 26,25,0,1.7,75,6.2,19.14,,27.9
143,대구,2020. 7. 27,22.6,16.9,2.9,89.9,0,7.33,,24.2
143,대구,2020. 7. 28,22.3,14.6,2.7,91.8,0,6.19,,23.9
143,대구,2020. 7. 29,23.1,3.9,2,94.4,0,6.61,,24.3
143,대구,2020. 7. 30,23.1,36,1,91.8,0.9,6.49,,24.9
143,대구,2020. 7. 31,26.1,0.4,1.2,81,2.5,14.74,,26.8
143,대구,2020. 8. 1,27.7,0.1,1.1,74.9,4.7,18.91,,29.9
143,대구,2020. 8. 2,28.6,,1.3,69.6,3.3,15.38,,29.8
143,대구,2020. 8. 3,29.1,,1.6,66.3,3.2,16.36,,31
143,대구,2020. 8. 4,29.3,,1.6,66.8,8.3,20.67,,33.6
143,대구,2020. 8. 5,28.9,0,1.7,68.9,2.9,13.76,,31.7
143,대구,2020. 8. 6,28.5,9.9,2,72.6,1,8.02,,29
143,대구,2020. 8. 7,24.6,84.7,1,93.6,0,2.96,,25.5
143,대구,2020. 8. 8,23.7,168.2,1,96.9,0,2.78,,24.8
143,대구,2020. 8. 9,28.3,0.5,1.9,71.6,7.2,19.14,,29.7
143,대구,2020. 8. 10,26.1,18.1,1.7,90.1,0.3,6.2,,26.8
143,대구,2020. 8. 11,27.6,4.8,1.2,81.8,4.4,14.65,,28.8
143,대구,2020. 8. 12,28.7,,1.1,79.4,5.7,16.11,,31.6
143,대구,2020. 8. 13,30.3,,1.7,68.1,10.5,23.4,,32.4
143,대구,2020. 8. 14,31.2,,2.3,64.3,11.9,24.17,,35.3
143,대구,2020. 8. 15,31.4,,2.1,60.9,9.8,19.7,,35.1
143,대구,2020. 8. 16,30.4,,1.5,64,10,22,,38
143,대구,2020. 8. 17,29.6,,1.7,66.5,11.6,25.61,,36.9
143,대구,2020. 8. 18,30,,1.5,63.3,12,25.44,,37.3
143,대구,2020. 8. 19,30.5,,2.1,59.4,12.5,25.7,,37.2
143,대구,2020. 8. 20,29.6,,1.7,60,12.2,25.01,,38
143,대구,2020. 8. 21,27.2,,2.9,71.8,5.4,18.04,,34.7
143,대구,2020. 8. 22,26.9,,3,69.8,5,18.59,,34.6
143,대구,2020. 8. 23,28.2,0,1.5,66.4,8,19.2,,35.2
143,대구,2020. 8. 24,28.5,,1.6,67.8,8.3,18.75,,34.5
143,대구,2020. 8. 25,29.9,,1.6,65.1,11.4,22.79,,38.4
143,대구,2020. 8. 26,29.4,,4,67.8,6.9,19.74,,36.5
143,대구,2020. 8. 27,28.4,7.1,2.8,74.1,2.9,13.9,,30
143,대구,2020. 8. 28,28.8,0,1.7,73,2.7,15.45,,32.9
143,대구,2020. 8. 29,29.8,0.5,1.4,65.4,5.9,16.7,,34.2
143,대구,2020. 8. 30,28.6,28.8,2,70.9,5.1,15.64,,33.3
143,대구,2020. 8. 31,25.4,,3.1,73.4,0.4,9.67,,27
143,대구,2020. 9. 1,25.6,0,2.5,72.6,0.5,11.31,,26.7
143,대구,2020. 9. 2,26.1,44.7,3.4,84.8,0,5,,25.7
143,대구,2020. 9. 3,27,44.8,5.6,57.8,9,20.58,,26.6
143,대구,2020. 9. 4,24.1,,1.3,62,10.1,21.34,,26.4
143,대구,2020. 9. 5,19.9,4,1.9,85.3,0,4.8,,21.8
143,대구,2020. 9. 6,19.5,18.3,1.3,93.4,0,3.9,,22.2
143,대구,2020. 9. 7,23.4,34.4,4.3,72.4,0.1,5.44,,22.4
143,대구,2020. 9. 8,25.4,0,2.8,62,9.7,19.31,,24.3
143,대구,2020. 9. 9,23.9,1.2,1.6,70.9,5.2,14.51,,24.2
143,대구,2020. 9. 10,23.3,1.6,1.2,72.6,5.5,14.34,,25.5
143,대구,2020. 9. 11,21.7,3.3,2.4,81.8,0.3,8.58,,22.6
143,대구,2020. 9. 12,19.9,3.8,1.3,90.9,0,5.52,,22.3
143,대구,2020. 9. 13,20.9,,1.7,76.1,4,15.39,,23.6
143,대구,2020. 9. 14,22.5,,1.6,71,9.8,20.89,,24.6
143,대구,2020. 9. 15,22.9,,1.7,71.5,7.8,18.62,,26
143,대구,2020. 9. 16,21.7,1.3,1.4,85.8,0.1,7.27,,23.3
143,대구,2020. 9. 17,21.5,1.7,0.9,87,0,6.17,,22.8
143,대구,2020. 9. 18,20.5,1.9,1.6,71.1,4,13.91,,22.7
143,대구,2020. 9. 19,20.5,,1.7,63.1,10.8,19.62,,21.9
143,대구,2020. 9. 20,19.7,,2.2,59.8,11.6,22.03,,22.9
143,대구,2020. 9. 21,18,,1.7,69.3,10.6,18.62,,22.2
143,대구,2020. 9. 22,17.5,,2.1,76.4,5.1,13.65,,21.5
143,대구,2020. 9. 23,18.7,,2,69.8,1.8,11.34,,21.5
143,대구,2020. 9. 24,19.6,0,2,70.4,2.4,11.41,,22.9
143,대구,2020. 9. 25,19.7,,1.5,70.4,4.8,12.85,,23.5
143,대구,2020. 9. 26,19.4,0,1.5,70.4,4.7,14.29,,22
143,대구,2020. 9. 27,18.8,,1.9,68.6,5.7,13.49,,22.8
143,대구,2020. 9. 28,17.6,,2,72.9,10.8,20.27,,23
143,대구,2020. 9. 29,18.3,,1.2,67.8,9.3,18.58,,23.3
143,대구,2020. 9. 30,18.6,,1.8,70.4,6.4,16,,23
143,대구,2020. 10. 1,18.4,,2,74.1,10.4,19.29,,24.2
143,대구,2020. 10. 2,20.7,,1.4,71.4,9,18,,25
143,대구,2020. 10. 3,21.5,1,1.1,75,5.7,14.63,,26.1
143,대구,2020. 10. 4,20.3,0.1,2,71.6,0,5.22,,21.8
143,대구,2020. 10. 5,15.8,,3.9,43.5,10.7,19.37,,20.5
143,대구,2020. 10. 6,16.2,,1.7,54.5,10.8,19.52,,21.6
143,대구,2020. 10. 7,17.1,,2.7,66.3,6.3,14.46,,21.7
143,대구,2020. 10. 8,18.3,,4.2,54.6,7.3,15.86,,21.1
143,대구,2020. 10. 9,18.6,,3.8,56,5.5,12.95,,21
143,대구,2020. 10. 10,18.1,,2,62.5,4,12.41,,24.3
143,대구,2020. 10. 11,16.5,,1.1,71.5,3.5,12.34,,20.5
143,대구,2020. 10. 12,17.5,,1.6,72,4.6,12.26,,21.2
143,대구,2020. 10. 13,16,,2.5,53,7.5,16.29,,19
143,대구,2020. 10. 14,13.7,,1.6,64.5,4.8,12.95,,16.9
143,대구,2020. 10. 15,14.5,,1.7,55.3,10.3,17.2,,18.9
143,대구,2020. 10. 16,13.4,,0.9,72.9,0.8,6.95,,15.7
143,대구,2020. 10. 17,14.5,,1.4,70.4,10.3,16.62,,17.9
143,대구,2020. 10. 18,14.1,,1.4,63.9,10.5,18.03,,17.6
143,대구,2020. 10. 19,14.2,,1.2,69,9.9,16.25,,17.7
143,대구,2020. 10. 20,14.7,,1.7,71.9,10,16.58,,18.2
143,대구,2020. 10. 21,13.7,12,1,86.9,0.3,6.46,,15.8
143,대구,2020. 10. 22,15,,2.2,75.9,0.7,7.37,,15.8
143,대구,2020. 10. 23,11.7,,4,45.4,10.3,17.27,,12.1
143,대구,2020. 10. 24,11.3,,3.9,41.3,10.3,16.95,,12.3
143,대구,2020. 10. 25,14,,2.5,53.5,9.2,16.35,,14.5
143,대구,2020. 10. 26,13.4,,1.1,61.6,9.7,15.21,,15.1
143,대구,2020. 10. 27,13.4,,0.9,65.8,9.6,13.99,,14.9
143,대구,2020. 10. 28,16.1,,2.2,50.8,5.2,10.2,,16.9
143,대구,2020. 10. 29,12,,1.2,53.6,9.2,14.22,,13.9
143,대구,2020. 10. 30,11.7,,1.9,70.1,7.5,13.07,,13.5
143,대구,2020. 10. 31,11.4,,1.1,69,9.1,14.13,,13.6
143,대구,2020. 11. 1,12.1,3.1,0.8,86.6,0,3.25,,13.1
143,대구,2020. 11. 2,13,,1.6,62.6,5.5,10.75,,13.6
143,대구,2020. 11. 3,7.5,,4,46.4,9.3,14.86,,8.7
143,대구,2020. 11. 4,6.7,,3.1,39.4,9.9,15.64,,8.4
143,대구,2020. 11. 5,8.7,,0.9,49.4,9.1,13.88,,10.1
143,대구,2020. 11. 6,12.1,,0.8,56.9,0,3.13,,12.1
143,대구,2020. 11. 7,14.4,,1.9,58.9,8.3,12.63,,14.4
143,대구,2020. 11. 8,11.2,,3,39.4,9.3,13.75,,11.6
143,대구,2020. 11. 9,8.2,,3.3,34.1,9.8,14.6,,9.9
143,대구,2020. 11. 10,9.4,,1.8,42.5,9.9,14.17,,11
143,대구,2020. 11. 11,8.2,,1.1,52,9.5,13.58,,9.8
143,대구,2020. 11. 12,9.4,,1.1,59.3,9.5,13.3,,10.2
143,대구,2020. 11. 13,10.9,,1.1,57.3,8.9,12.03,,10.6
143,대구,2020. 11. 14,11.3,,1.8,71.6,6.5,10.73,,11.5
143,대구,2020. 11. 15,10.9,,1,76.6,7.9,10.88,,11
143,대구,2020. 11. 16,12.3,,1.7,70.1,8.4,11.12,,11.7
143,대구,2020. 11. 17,14.7,0.4,1.1,75.3,3.4,8.62,,15.3
143,대구,2020. 11. 18,18.9,0,2.1,74.6,0.9,7.58,,17.7
143,대구,2020. 11. 19,19.4,19,3,78,1.7,4.71,,18.5
143,대구,2020. 11. 20,9.4,,4.1,62.8,8.6,12.14,,9.9
143,대구,2020. 11. 21,7.1,,1.6,72.4,2.1,6.77,,8.3
143,대구,2020. 11. 22,9.2,1.4,2.7,74.4,0.1,4.16,,9.7
143,대구,2020. 11. 23,5.9,,3,49.1,9.2,12.63,,5.7
143,대구,2020. 11. 24,5.6,,1.2,58.4,5,9.59,,6.5
143,대구,2020. 11. 25,7.2,,2.4,53.5,8.9,12.19,,6.1
143,대구,2020. 11. 26,8.8,,1.8,63.8,5.2,8.85,,8.7
143,대구,2020. 11. 27,8.2,0,3.6,55.1,5.4,9.6,,8.8
143,대구,2020. 11. 28,3.6,,3.1,44.9,7.9,11.67,,5.1
143,대구,2020. 11. 29,3.8,,3.2,53.6,9.1,11.93,,4.2
143,대구,2020. 11. 30,3.8,,3.1,47.9,9.2,11.94,,4
143,대구,2020. 12. 1,3,,1.6,46.6,9.1,11.47,,3.8
143,대구,2020. 12. 2,4.1,,1.3,47.6,6.2,8.95,,4.2
143,대구,2020. 12. 3,4.6,,3.2,40.3,8.6,10.99,,4.4
143,대구,2020. 12. 4,2.7,,2.9,42.4,8.6,11.76,,3.2
143,대구,2020. 12. 5,3.3,,2.2,60.3,8.6,10.4,,3.3
143,대구,2020. 12. 6,4.1,,1.5,65.6,9,11.54,,3.8
143,대구,2020. 12. 7,4.5,,2,64.4,4.2,8.07,,3.6
143,대구,2020. 12. 8,2.5,,2.5,48,6.8,9.51,,3.1
143,대구,2020. 12. 9,1.9,,1.2,48.3,9,11.22,,2.1
143,대구,2020. 12. 10,5.9,,1.2,54.9,4.6,7.6,,6.1
143,대구,2020. 12. 11,6.8,,1.2,62.5,3.9,7.63,,6.4
143,대구,2020. 12. 12,5.8,,3,43.6,7.1,10.4,,6.2
143,대구,2020. 12. 13,2.5,0,2.4,53.9,2.6,5.56,,3.5
143,대구,2020. 12. 14,-3.2,,4.4,33.5,9,11.96,,0.4
143,대구,2020. 12. 15,-4.4,,4.4,36,9,12.01,,-2.1
143,대구,2020. 12. 16,-3.6,,4.5,40.9,9,11.78,,-1.9
143,대구,2020. 12. 17,-1.9,,3.2,43,9.1,11.66,,-1.4
143,대구,2020. 12. 18,0.5,,2.5,49.5,5.5,8.32,,0.1
